id_colaborador,nome,departamento,horas_extras,horas_trabalhadas,tickets_fora_horario,horario_ticket,nivel_clima
1447,Dr. Ravy Peixoto,ti,16.0,9.1,2,21:15,3.0
1326,Vitória Martins,Financeiro,8.9,9.7,4,03h51,8.0
1144,Dr. João Guilherme Correia,Financeiro,13.5,10.0,4,01h22,10.0
1551,Erick Camargo,Comercial,14.5,8.0,2,12:05,5.0
1595,Alexia Abreu,Comercial,1.1,9.6,0,12h34,10.0
1655,Benício Casa Grande,Recursos Humanos,1.2,10.7,1,22:58,
1135,Heloisa Caldeira,TI,12.6,8.3,2,20h04,4.0
1430,Theo Novaes,Operações,8.1,10.5,6,01:18,1.0
1164,Ana Vitória Cunha,Operacoes,11.0,7.3,4,11:11,4.0
1028,Davi Lucca da Mata,Operações,2.7,8.6,3,03:18,6.0
1587,Yago Vargas,RH,11.2,7.4,3,23h44,5.0
1193,Gabrielly da Costa,Operacoes,26.4,8.5,2,21h25,5.0
1790,Dr. Samuel Macedo,Financeiro,14.8,8.8,2,22:42,3.0
1652,Maria Fernanda da Mata,ti,5.1,6.0,2,21:48,6.0
1169,Noah Fogaça,Operações,9.8,9.4,6,03:52,8.0
1513,Maria Luísa Pimenta,Financeiro,13.6,7.7,2,16:18,3.0
1140,Benjamim Moraes,Recursos Humanos,17.8,8.5,2,03:37,5.0
1173,José Pedro Pinto,Recursos Humanos,,10.8,4,12h28,9.0
1006,João Ribeiro,Tecnologia da Informação,8.4,9.9,2,22:27,3.0
1656,Leonardo da Cruz,Recursos Humanos,5.3,8.0,2,08h05,3.0
1964,Sra. Laura da Rosa,Comercial,18.6,5.2,4,13:24,5.0
1073,Vinicius Farias,Operacoes,11.3,10.0,2,03:56,5.0
1764,Dom Cavalcante,Financeiro,3.0,8.4,7,03:59,10.0
1653,Luiz Felipe Pimenta,Tecnologia da Informação,21.5,6.8,2,00h07,8.0
1238,Cauê Mendes,Operações,22.1,7.7,3,20:41,2.0
1145,Ana Sophia da Costa,Comercial,14.3,4.9,0,16:41,2.0
1808,Sra. Rafaela Marques,Financeiro,7.4,8.4,3,23h30,1.0
1234,Allana Montenegro,TI,16.8,7.7,2,00h36,5.0
1220,Dr. Erick da Luz,Recursos Humanos,18.3,9.4,4,01:39,9.0
1500,Gustavo Rezende,Tecnologia da Informação,8.4,8.8,5,09:26,1.0
1673,Kaique Silva,Recursos Humanos,12.8,7.4,4,16h12,10.0
1132,Maria Julia Moura,Comercial,13.7,8.1,4,10h21,
1811,Sophie Macedo,Operações,17.9,7.4,2,04h19,4.0
1433,Maria Júlia Martins,Operacoes,9.6,9.5,6,01:25,6.0
1670,Laura Caldeira,RH,4.7,8.2,1,13h20,6.0
1185,Dr. Pedro Miguel das Neves,ti,11.7,8.9,2,16:34,5.0
1041,Olivia Aragão,RH,12.3,6.8,5,00h37,6.0
1625,Gabriel Pastor,Comercial,10.9,8.0,0,00:31,6.0
1108,Maria Cecília Cunha,Operações,14.9,10.9,3,,3.0
1603,Dr. Bruno Correia,Tecnologia da Informação,10.9,8.5,2,02h07,7.0
1056,Daniel Duarte,Operacoes,11.1,9.4,3,14:18,5.0
1428,Thiago Siqueira,Comercial,9.4,8.4,2,09:31,8.0
1468,Sara Pastor,ti,22.5,10.6,3,09:41,
1576,Théo Brito,ti,14.8,9.3,2,00:18,7.0
1877,Pietra Marques,ti,6.2,6.5,3,10:15,8.0
1024,André Fernandes,Comercial,10.8,9.0,3,03h09,1.0
1440,Maria Luiza da Costa,Tecnologia da Informação,5.5,6.9,1,10h59,3.0
1882,Giovanna da Rosa,ti,20.1,6.6,4,21:20,6.0
1543,Zoe Fonseca,RH,,9.8,3,00:26,1.0
1633,Srta. Ana Liz Souza,ti,13.4,9.5,1,17h13,8.0
1830,Sra. Elisa Rocha,Operacoes,0.0,7.1,4,08:13,8.0
1944,Alexia Vasconcelos,Tecnologia da Informação,7.0,6.3,2,22:59,8.0
1338,Ísis Cunha,RH,20.8,8.0,6,11:19,1.0
1051,Maria Laura Jesus,ti,10.6,11.3,1,05:17,7.0
1383,Lucas Cardoso,Financeiro,11.0,7.4,1,09:20,9.0
1527,Davi Lucas Camargo,Operacoes,10.0,9.0,0,06h51,2.0
1938,Dra. Rebeca Sampaio,Financeiro,20.6,7.9,2,14:53,10.0
1887,Sra. Emanuelly da Costa,Tecnologia da Informação,14.5,8.2,4,13h41,8.0
1264,Cecilia Pacheco,TI,6.8,5.1,7,21:55,2.0
1549,Cecilia Barbosa,Tecnologia da Informação,5.4,8.8,3,03:58,3.0
1913,Sofia Silveira,RH,7.2,7.1,2,06h29,7.0
1697,Luísa Albuquerque,Tecnologia da Informação,7.0,7.5,2,15:23,1.0
1395,Guilherme Lima,Recursos Humanos,3.9,7.3,6,08:45,5.0
1529,Calebe Peixoto,ti,13.4,6.8,4,00h13,5.0
1868,Maria Clara Vieira,Comercial,12.6,7.6,4,22:07,1.0
1018,Maria Fernanda Moura,Recursos Humanos,7.1,7.7,7,01:51,4.0
1731,Giovanna Nunes,Financeiro,13.7,7.7,1,02h57,3.0
1678,Heitor Cardoso,Recursos Humanos,18.9,10.6,3,00:37,2.0
1581,Brenda Fernandes,RH,0.8,10.0,4,23:40,4.0
1976,Sara Azevedo,Operacoes,13.9,11.2,3,13h57,4.0
1367,Gael Campos,Operacoes,21.4,8.9,3,,2.0
1083,Brayan Sá,ti,1.6,10.7,5,11h13,1.0
1061,Maya Novaes,RH,12.1,9.9,4,19h04,2.0
1841,André Moreira,Tecnologia da Informação,5.2,7.2,6,05:18,9.0
1272,Maitê Farias,Tecnologia da Informação,20.7,11.2,4,02:57,8.0
1285,Isaac Mendes,Operações,2.8,10.4,2,16:13,10.0
1360,Gustavo Henrique Barros,ti,1.9,7.3,3,23h38,9.0
1354,Isabella Pinto,TI,1.8,7.5,2,11:59,8.0
1481,Otto Mendes,Recursos Humanos,5.5,7.3,3,08:24,1.0
1278,Juan Brito,Financeiro,11.2,6.7,0,23:06,7.0
1012,Alana Costa,ti,15.5,9.8,2,02:54,5.0
1182,Anna Liz Campos,Recursos Humanos,4.6,8.2,3,04:04,5.0
1368,Bruna Pimenta,TI,4.4,7.2,4,00h24,9.0
1599,Camila Cavalcanti,Recursos Humanos,10.2,6.7,3,13:06,6.0
1630,Davi Lucca Porto,Operações,6.0,10.1,7,14h36,3.0
1223,Sr. Leonardo Abreu,Financeiro,21.9,10.0,4,10:50,1.0
1971,Matteo Carvalho,Comercial,8.7,10.5,3,17:14,3.0
1714,Erick Aragão,ti,12.4,8.3,3,04h40,9.0
1777,Ana Sophia Pacheco,Comercial,0.0,8.5,1,20h10,7.0
1557,Lívia Cardoso,Operações,8.4,6.8,5,01:14,9.0
1465,Guilherme Moreira,Tecnologia da Informação,10.7,8.9,4,10:45,7.0
1597,Antônio Campos,RH,21.9,10.1,3,20:58,10.0
1707,Dr. Davi Miguel Alves,RH,7.0,7.5,6,00:59,3.0
1176,Josué da Rosa,RH,16.9,6.3,5,08:42,4.0
1680,Ana Laura Montenegro,Comercial,6.5,6.1,1,09h40,9.0
1853,Ayla Lima,ti,0.0,11.6,4,05h31,10.0
1954,Matheus Novais,TI,9.5,9.2,2,08h34,7.0
1456,Alana Viana,Operações,7.8,9.9,3,22h13,5.0
1532,Henry Carvalho,Recursos Humanos,13.5,9.7,3,14h34,7.0
1393,Vinicius Albuquerque,Tecnologia da Informação,8.2,8.5,2,07:07,5.0
1163,Paulo Cirino,Recursos Humanos,11.8,8.9,4,09h06,10.0
1248,Gabrielly Aragão,Operacoes,12.5,9.6,3,21:14,2.0
1649,Arthur Miguel Albuquerque,RH,10.3,10.9,3,12h13,9.0
1902,Joaquim Mendes,Operações,21.9,7.6,4,15:28,2.0
1684,Maitê Camargo,ti,8.7,10.9,4,10h25,9.0
1375,Marcos Vinicius Fernandes,TI,11.7,8.9,5,06h02,
1412,Luísa Moreira,ti,13.0,8.9,3,20h19,3.0
1074,Aurora Montenegro,Financeiro,0.0,7.7,1,08h18,3.0
1113,Srta. Sofia Ribeiro,Operacoes,15.1,10.4,4,04:51,8.0
1583,Olivia da Mata,Financeiro,,4.3,4,19h24,6.0
1572,Ana Laura Pires,ti,13.4,11.1,2,14h23,5.0
1390,Evelyn Vieira,Tecnologia da Informação,5.4,9.7,5,12:36,6.0
1104,Julia Caldeira,Operacoes,5.2,8.9,2,14h28,8.0
1114,Davi Lopes,Operações,17.0,7.2,0,19h20,9.0
1417,Sr. João Lucas Dias,Operações,15.8,8.1,4,13h39,
1668,Rodrigo Alves,RH,18.6,11.4,1,19:43,7.0
1457,Dr. Breno Costela,Recursos Humanos,15.2,8.3,4,15h22,6.0
1409,Sofia Gonçalves,Financeiro,10.6,8.8,1,04:19,9.0
1092,Dr. Kevin Santos,TI,10.3,5.0,4,21h53,
1819,Larissa Melo,Operacoes,7.2,8.7,2,08h23,4.0
1089,Ian Peixoto,RH,11.4,6.9,2,11h19,8.0
1336,Isabella Campos,Operacoes,12.4,10.2,2,04h42,6.0
1859,Liz Rodrigues,Tecnologia da Informação,5.6,4.8,4,12h32,2.0
1939,Rodrigo Vargas,RH,9.9,9.1,5,17h47,10.0
1951,Benício Vieira,TI,8.4,7.0,2,17h52,8.0
1883,Sophie da Mata,Tecnologia da Informação,11.7,7.7,5,01h00,2.0
1620,Dr. Guilherme da Cunha,Financeiro,17.4,9.2,5,07:19,2.0
1789,Gabrielly Guerra,TI,11.4,9.1,1,08h14,8.0
1626,Pedro Miguel Câmara,Operações,5.6,11.4,2,16:41,
1094,Evelyn Aparecida,Financeiro,21.1,4.8,2,03:38,1.0
1011,Bryan Siqueira,RH,14.1,5.9,2,06:45,10.0
1396,Felipe Borges,ti,11.6,11.5,3,06:07,8.0
1545,Sr. José Miguel Costa,Operações,21.4,8.1,1,11h03,8.0
1043,Marcelo Araújo,Operacoes,7.4,8.1,1,01:55,2.0
1042,Larissa Garcia,RH,15.1,9.3,9,02h45,1.0
1167,Erick Duarte,Operações,9.8,6.7,4,00:36,2.0
1416,Luísa Sampaio,RH,14.0,7.9,3,20h49,1.0
1876,Lunna Correia,RH,14.8,7.2,4,01:35,3.0
1426,Erick da Luz,Financeiro,,9.0,1,10h59,3.0
1899,Théo Cirino,RH,7.6,7.5,3,10:17,4.0
1980,Emanuella Pires,Operações,8.7,8.5,7,08:06,2.0
1975,Henry Gabriel Pastor,Financeiro,6.7,4.9,1,02:19,9.0
1687,Davi Lucca Cirino,Tecnologia da Informação,8.5,6.7,3,,8.0
1257,Stephany Silva,Recursos Humanos,8.3,8.0,1,20:22,9.0
1335,Igor Alves,Comercial,16.4,7.5,0,22:05,10.0
1015,Raquel Ferreira,RH,17.8,9.7,4,19:40,2.0
1644,Matheus Garcia,Recursos Humanos,19.1,11.9,3,15h09,7.0
1324,Maria Sophia Peixoto,RH,11.4,10.3,4,14h58,1.0
1774,Sofia Alves,Tecnologia da Informação,20.2,11.0,3,10h10,2.0
1222,Luan Machado,TI,6.7,10.8,2,14h10,2.0
1179,Marcelo Monteiro,Operações,,8.8,3,09:45,4.0
1660,Dra. Valentina Camargo,RH,19.2,9.0,1,15:04,4.0
1521,Agatha Freitas,Tecnologia da Informação,14.3,10.1,7,07h19,4.0
1022,Camila Rodrigues,Comercial,11.9,6.0,2,08h47,9.0
1356,Aylla Jesus,ti,4.8,9.9,7,07:01,6.0
1961,Raul Aragão,Operações,14.5,10.0,4,23:43,2.0
1905,Laura Nunes,Operações,12.0,8.8,6,17h13,9.0
1340,Dr. Pedro Henrique da Cruz,ti,25.0,8.2,5,02h18,3.0
1431,Maria Clara Nunes,Comercial,14.4,6.1,3,17h00,5.0
1773,Valentina Melo,ti,20.7,6.3,6,00:20,5.0
1850,João Vitor Dias,ti,13.7,10.3,3,10h55,3.0
1203,Sr. Yan Pereira,Operações,,8.8,4,22:17,9.0
1917,Kevin da Cunha,Operacoes,3.0,9.9,5,13h53,9.0
1093,José Pedro Gomes,Recursos Humanos,17.1,7.0,3,08h11,2.0
1570,Igor Fogaça,Tecnologia da Informação,6.3,11.1,6,08:09,2.0
1068,Sra. Stephany Costela,Tecnologia da Informação,13.9,10.7,2,17h13,2.0
1754,Sra. Liz Siqueira,Tecnologia da Informação,8.4,6.4,1,00h09,1.0
1284,Léo Souza,ti,22.1,7.4,0,09:38,1.0
1927,Maria Gomes,Comercial,18.6,8.1,2,17h30,6.0
1434,Heitor Novais,Comercial,16.7,8.1,6,11:35,4.0
1153,Isabella Novaes,Operacoes,11.6,9.4,5,19h44,5.0
1075,Daniela Martins,Operacoes,14.1,11.3,3,21h40,4.0
1746,Vicente Vieira,Tecnologia da Informação,11.7,8.8,3,12h22,10.0
1446,Ana Carolina Cavalcante,Comercial,24.0,13.2,7,18:30,1.0
1188,Gustavo da Cruz,Tecnologia da Informação,19.5,9.2,2,18h02,5.0
1271,Luana Novais,Operações,13.7,7.1,3,12h27,8.0
1236,Thales Rezende,RH,,10.9,2,19:51,4.0
1487,Danilo Pinto,Financeiro,10.3,9.1,1,04h29,8.0
1117,Mariane Ferreira,Operacoes,17.8,10.0,4,07h53,5.0
1835,Maya Rios,RH,19.0,10.0,2,06h09,5.0
1512,Amanda Sá,TI,5.9,9.6,6,06h48,9.0
1076,Ester Dias,TI,4.1,11.2,2,08h57,8.0
1685,Aylla da Luz,RH,7.2,9.1,3,22h27,5.0
1126,Kaique Oliveira,TI,0.0,8.4,4,07:17,
1116,Stella Câmara,Operações,19.7,7.8,1,05h47,8.0
1473,Arthur da Costa,Operacoes,12.9,11.1,1,09h29,6.0
1708,Maya Aragão,TI,11.3,9.2,1,11h40,9.0
1057,Sra. Luara da Cunha,TI,13.7,7.6,1,04:12,
1689,Clarice Leão,Recursos Humanos,3.6,9.0,1,15h22,3.0
1929,Lucas Gabriel Borges,TI,,10.4,3,03:01,9.0
1369,Milena da Cruz,Financeiro,24.4,7.1,6,11h16,
1268,Ana Júlia Oliveira,RH,7.2,10.4,4,18:06,9.0
1046,Lucas Mendes,ti,12.3,7.5,5,15:51,4.0
1349,Caleb Mendes,Tecnologia da Informação,21.7,9.8,1,05:52,7.0
1195,Isabel Rios,TI,6.0,8.1,4,12h55,2.0
1319,Sra. Laura Monteiro,Operações,19.1,12.4,3,04:28,6.0
1851,Ravi Albuquerque,Financeiro,8.0,8.8,3,10h40,8.0
1706,Luiz Felipe Fonseca,RH,7.9,5.8,3,,4.0
1752,Sra. Agatha Lopes,RH,10.0,9.7,1,00h21,8.0
1263,Allana Aparecida,Tecnologia da Informação,4.8,8.4,3,04h08,5.0
1443,Kevin Nascimento,ti,,5.9,2,00:23,8.0
1958,Samuel Nunes,RH,3.7,6.3,3,17h00,9.0
1304,Maitê da Cunha,Financeiro,9.4,7.7,4,22h14,9.0
1341,Camila Oliveira,Operacoes,7.5,6.5,1,17h53,9.0
1613,Emilly Aparecida,ti,6.0,7.4,4,08h48,4.0
1986,João Felipe Nascimento,Financeiro,18.7,8.2,4,08:53,7.0
1149,Natália Azevedo,ti,15.6,6.2,1,08h20,10.0
1124,Davi Luiz da Mata,Comercial,5.9,6.0,4,00:22,8.0
1802,Maria Helena Porto,ti,11.1,8.0,2,03:26,7.0
1869,Dr. Davi Lucca Aragão,Tecnologia da Informação,,11.3,3,17:16,2.0
1050,Maria Alice Moraes,Tecnologia da Informação,2.9,7.8,2,06h12,4.0
1353,Maria Sophia Rodrigues,RH,5.1,8.7,0,04:53,9.0
1945,Dr. Gael Henrique Siqueira,Recursos Humanos,16.1,8.3,4,19h03,6.0
1142,Dr. Benicio Peixoto,RH,4.3,8.7,1,02h37,4.0
1470,Alícia Duarte,TI,7.3,7.5,2,13h56,3.0
1399,Marcos Vinicius Siqueira,Tecnologia da Informação,14.4,8.3,3,09:57,9.0
1716,Vicente Borges,Comercial,19.7,8.3,4,09h16,4.0
1320,Zoe Costela,Operacoes,14.0,8.1,4,08:37,5.0
1019,Maria Luiza da Cunha,Financeiro,7.8,8.0,4,06h58,2.0
1826,Sr. Gael Henrique Novaes,TI,,6.7,5,16h01,7.0
1806,Isis Albuquerque,Comercial,12.9,8.4,7,12h09,5.0
1825,Bernardo Martins,Recursos Humanos,12.9,11.4,4,20h14,4.0
1407,Bento da Paz,Tecnologia da Informação,10.6,7.0,4,17h40,3.0
1537,Yago Correia,Comercial,20.2,6.8,1,04:12,5.0
1635,Sra. Sofia Freitas,Operações,6.5,10.5,1,11h55,5.0
1038,Miguel Lima,RH,12.3,8.3,5,17h48,4.0
1175,Joana Rios,RH,14.5,9.1,1,23h06,10.0
1245,Brenda Rios,Comercial,5.4,8.0,6,17:23,7.0
1845,Ian Almeida,ti,14.5,10.8,2,18:18,5.0
1682,Maria Luísa Mendes,Recursos Humanos,6.6,6.5,5,19:09,9.0
1770,Srta. Luiza Pacheco,Operacoes,13.9,11.3,2,15:56,7.0
1968,Hellena Pereira,Recursos Humanos,13.4,10.4,5,03h18,9.0
1154,Isabella Teixeira,Comercial,17.0,9.2,2,16:12,
1287,Dr. Calebe Albuquerque,Comercial,23.2,11.3,5,08:36,2.0
1617,Nina Pinto,Financeiro,2.8,5.7,3,12:37,10.0
1569,Julia Borges,ti,19.2,9.7,5,19h18,2.0
1759,Sofia Silva,Financeiro,10.6,6.0,4,22h56,9.0
1017,Ana Clara Andrade,TI,,7.7,1,21h20,4.0
1127,Sr. Otávio Pimenta,Comercial,5.9,9.3,3,10h42,7.0
1322,Otto Gomes,ti,15.3,7.2,2,09h04,6.0
1255,Nina Rocha,Operações,13.7,7.3,3,22:23,1.0
1688,Bernardo da Luz,TI,21.0,11.3,2,00:45,2.0
1984,Anna Liz Azevedo,Financeiro,10.5,6.1,4,04h36,10.0
1190,Nicolas Monteiro,Operações,2.5,9.3,3,18h27,3.0
1115,Hellena Gonçalves,Operacoes,21.1,9.1,3,23h57,10.0
1631,Beatriz Mendonça,Recursos Humanos,15.9,6.8,2,16h07,9.0
1606,Davi Jesus,ti,19.3,8.1,2,10:04,8.0
1180,Henrique da Paz,RH,14.2,7.7,0,21h14,2.0
1301,Julia Moura,RH,13.5,8.6,2,,10.0
1940,José Miguel da Luz,ti,11.8,6.5,1,14h11,5.0
1728,Sara Melo,ti,4.6,6.3,2,06:52,3.0
1739,Yuri Mendonça,Financeiro,10.8,8.8,1,00h24,9.0
1973,Apollo Costa,ti,12.9,8.9,2,17h55,1.0
1787,Noah Moura,Comercial,17.2,8.5,3,12:11,9.0
1517,Cecilia Ramos,Comercial,16.5,9.4,3,23:58,10.0
1411,Dr. Murilo Nogueira,Recursos Humanos,17.9,6.5,2,06h40,5.0
1045,Mirella Carvalho,Operações,6.6,8.0,4,23h59,3.0
1926,Antônio Aragão,ti,8.7,9.1,2,17h44,9.0
1157,Dr. Benjamin Cavalcanti,Financeiro,3.6,9.3,1,12:44,4.0
1760,Sophia Azevedo,Comercial,11.6,9.3,6,21h37,4.0
1171,Sr. Rhavi Gonçalves,RH,8.9,8.8,5,18:19,3.0
1016,Dom Nascimento,Operacoes,12.5,8.1,3,14:24,3.0
1511,Ravi Guerra,RH,5.4,9.8,4,23:02,4.0
1048,Heloísa Fonseca,ti,15.0,9.8,2,23h03,8.0
1991,Eloá Oliveira,RH,,9.5,6,18:37,1.0
1857,Dra. Maria Liz Cardoso,RH,20.0,10.5,4,06h01,
1515,Vinícius Marques,Operacoes,4.6,10.2,7,09:56,4.0
1911,Clarice Costa,Comercial,4.5,9.6,5,15h08,3.0
1480,Noah Barbosa,RH,15.3,6.9,4,04:30,3.0
1283,Enzo Gabriel Nunes,Comercial,,7.9,6,21:07,6.0
1734,Ravy Dias,Recursos Humanos,13.4,6.5,2,11h13,3.0
1669,Henry Gabriel Campos,Comercial,20.4,9.3,3,03h08,2.0
1225,Marina da Rocha,Tecnologia da Informação,26.0,9.6,4,21:50,10.0
1026,Cauê Campos,TI,15.5,11.8,2,08h35,9.0
1798,Natália Peixoto,Recursos Humanos,15.4,8.2,3,06h52,7.0
1437,Larissa Macedo,Operacoes,12.7,10.1,2,11:48,9.0
1969,Bryan Nascimento,Operações,11.7,9.3,3,02h18,10.0
1364,Caleb Fernandes,Comercial,10.4,10.9,2,07:45,10.0
1229,Ana Júlia Viana,Operações,21.1,9.7,2,21:34,5.0
1037,Maria Alice Pastor,Comercial,28.4,8.6,3,08h33,3.0
1985,João Gabriel da Paz,RH,11.0,7.3,5,05:00,7.0
1374,Carolina Rios,TI,15.8,7.4,4,22h49,2.0
1469,Julia Jesus,TI,13.8,8.1,1,07h34,10.0
1987,Sr. Lorenzo Fonseca,Recursos Humanos,10.0,9.6,3,14:28,8.0
1867,Caroline Gomes,TI,,8.9,0,01:42,10.0
1908,Ana Vitória Vasconcelos,RH,7.2,8.1,3,22:28,6.0
1741,Maya da Costa,Financeiro,6.9,6.3,2,,6.0
1194,Levi Pastor,Financeiro,13.3,5.4,1,14:05,1.0
1934,Pedro Henrique Aparecida,RH,16.4,7.5,2,23h41,4.0
1881,Marcela Silva,Recursos Humanos,5.1,9.3,1,05:55,2.0
1503,Luigi Silveira,Tecnologia da Informação,15.9,6.8,1,20:55,3.0
1989,Rodrigo Gomes,Recursos Humanos,16.5,8.2,4,04h57,5.0
1847,Clarice Cavalcante,Comercial,11.7,6.1,2,06:32,8.0
1579,Theo Rocha,Comercial,1.5,9.4,6,02:10,3.0
1988,Bianca Cassiano,ti,17.6,7.9,2,17:06,8.0
1162,Gustavo Moreira,Operacoes,10.2,7.3,2,06:47,4.0
1717,Yasmin Almeida,ti,6.1,10.6,3,10:28,6.0
1152,Francisco Montenegro,Financeiro,5.5,9.9,2,06h22,8.0
1696,Srta. Ana Carolina Peixoto,RH,17.6,8.8,6,01h54,1.0
1715,Esther Rodrigues,Tecnologia da Informação,13.1,10.3,3,18:03,10.0
1928,Juan Azevedo,TI,15.5,7.9,2,09h56,9.0
1111,Sra. Rafaela Correia,Operacoes,2.5,8.5,5,13:14,2.0
1226,Asafe Casa Grande,RH,,8.9,2,19:55,2.0
1703,Sarah Sá,TI,12.0,10.2,4,10h05,5.0
1103,Dr. Eduardo Rios,Financeiro,2.2,8.6,2,09:18,1.0
1421,Noah Oliveira,Financeiro,10.8,6.7,1,10:38,4.0
1419,Daniela Araújo,ti,24.1,8.5,1,21:25,4.0
1848,Sofia Campos,Tecnologia da Informação,5.1,7.2,3,09:26,9.0
1586,Matteo Montenegro,Financeiro,0.0,7.5,4,10h11,8.0
1796,Maria Liz Camargo,Tecnologia da Informação,11.6,7.7,3,14h11,2.0
1672,Laura Machado,Operacoes,10.8,8.8,1,21:56,1.0
1119,Arthur Gabriel Campos,Operacoes,26.7,8.7,0,07:17,5.0
1053,Olivia da Mata,RH,20.6,6.3,3,02h59,1.0
1151,Manuela Ferreira,Tecnologia da Informação,11.8,11.2,4,00h31,6.0
1403,Pedro Henrique da Luz,Recursos Humanos,19.6,9.7,4,19:56,3.0
1963,Noah Novaes,RH,11.6,7.2,2,17h04,5.0
1207,Giovanna Jesus,Recursos Humanos,4.2,10.2,3,16h17,6.0
1658,Srta. Maria Vitória Fonseca,RH,17.2,8.7,2,12:40,1.0
1883,Sophie da Mata,Tecnologia da Informação,11.7,7.7,5,01h00,2.0
1778,Sra. Allana Porto,RH,0.0,8.0,1,01:06,
1008,Rafael Ramos,TI,10.6,9.1,4,11:38,6.0
1824,Helena Moreira,RH,4.9,8.0,5,12:03,1.0
1036,Thales Aparecida,Operacoes,3.8,7.3,5,04:42,3.0
1452,João Monteiro,Operacoes,9.1,7.2,4,14h58,3.0
1651,Sabrina Pinto,Operações,12.5,5.3,3,18h08,9.0
1253,Dr. Alexandre da Rocha,Comercial,9.8,7.0,1,18h47,7.0
1303,Dra. Hellena Dias,Comercial,4.0,12.1,3,23:27,8.0
1762,Sr. Rodrigo Cardoso,TI,11.3,7.6,5,22:36,
1571,Milena Siqueira,TI,9.0,7.8,3,10:23,7.0
1623,Maitê da Cunha,Tecnologia da Informação,13.7,7.0,1,17:10,3.0
1858,Sr. José Miguel Cardoso,Tecnologia da Informação,11.3,7.9,3,22:56,4.0
1758,Luigi Azevedo,Tecnologia da Informação,10.5,9.4,5,20h31,7.0
1262,Emanuella Gonçalves,TI,11.9,9.4,2,04h50,6.0
1610,Maitê Camargo,Comercial,20.0,9.0,2,05h40,3.0
1297,Enzo da Mota,Operações,11.4,8.2,3,21:27,8.0
1414,Rodrigo Novais,Financeiro,15.2,8.6,1,21h39,3.0
1150,Ana Pinto,Comercial,1.9,10.0,2,14h15,5.0
1861,Maitê Monteiro,Tecnologia da Informação,7.4,7.9,1,19:33,9.0
1640,Vitória da Rosa,Operacoes,19.2,10.2,1,09:36,5.0
1906,Kevin Garcia,RH,3.6,8.4,3,11:52,6.0
1550,Theodoro Cavalcanti,Financeiro,19.1,8.8,3,06h39,4.0
1807,Clara Sampaio,RH,0.0,7.7,3,12h56,1.0
1488,Arthur Gabriel da Rosa,Operacoes,12.6,6.2,2,,7.0
1710,Sr. Levi Jesus,Comercial,8.6,9.1,5,06h33,2.0
1147,Sr. Yago Abreu,Recursos Humanos,2.9,7.3,3,13h11,3.0
1146,Luara Ribeiro,Operações,15.1,7.4,2,03h27,8.0
1736,Marcelo Vasconcelos,Operações,5.7,6.9,2,15h26,5.0
1949,Benício Moreira,Financeiro,7.9,6.5,4,07:56,6.0
1755,Sr. Miguel Siqueira,ti,8.8,8.1,1,16:55,2.0
1659,Srta. Ana Aragão,TI,10.7,6.8,1,20h05,7.0
1348,Maria Laura Costela,Operacoes,9.1,8.7,1,09:49,8.0
1463,Pedro Pinto,TI,13.2,7.3,3,23:37,10.0
1325,Dr. Nicolas Lima,TI,9.2,8.8,2,19h30,6.0
1186,Isaque da Cunha,Financeiro,12.4,8.2,4,01:56,10.0
1123,Rael da Costa,Comercial,18.4,7.6,0,18:44,7.0
1870,Olivia Nogueira,Recursos Humanos,17.1,9.1,3,22h43,4.0
1608,Ester da Mata,Financeiro,16.1,7.3,1,16h11,4.0
1143,Sr. Arthur Gabriel Machado,ti,2.2,9.3,4,22:49,2.0
1978,Srta. Brenda Leão,TI,18.3,9.2,1,,4.0
1197,Dra. Eloah Costela,Operações,22.9,9.0,5,19:48,6.0
1609,Diogo Peixoto,Comercial,0.4,7.5,2,13:29,9.0
1279,Srta. Marina da Mata,Operações,17.0,7.1,2,11h09,
1293,Allana Vieira,Comercial,,5.8,3,23:33,2.0
1400,Dr. Luan Rodrigues,RH,3.6,6.4,1,11:32,3.0
1122,João Lucas Pinto,Comercial,12.3,10.1,2,13:03,8.0
1183,Sra. Ana Julia Correia,Recursos Humanos,18.7,10.5,2,23h52,10.0
1202,Mathias Pires,Recursos Humanos,13.3,10.1,6,20:53,2.0
1438,Ravy Lopes,Tecnologia da Informação,14.1,7.8,0,16:02,7.0
1246,Maysa Sousa,Financeiro,8.8,9.0,3,08:34,1.0
1415,Júlia Rios,ti,8.0,7.6,3,01h52,10.0
1792,Stephany da Paz,Operacoes,6.0,7.6,4,12h52,1.0
1781,Dom Cavalcante,Operações,9.1,9.4,3,12h36,1.0
1923,Maria Luísa Caldeira,Operacoes,12.2,11.5,3,22h35,5.0
1784,Maya Rios,Recursos Humanos,25.0,6.4,3,00:13,2.0
1904,Theo Lopes,Recursos Humanos,8.4,11.4,3,00:52,9.0
1129,Stephany Pereira,TI,7.3,9.5,2,12h37,1.0
1637,Maria Sophia Câmara,Tecnologia da Informação,0.0,9.8,3,20:27,10.0
1402,Henrique Pereira,Operacoes,16.0,6.9,2,18:23,9.0
1800,Fernando Marques,Recursos Humanos,6.1,6.9,8,17h25,7.0
1786,Sr. Arthur Nunes,ti,5.1,4.2,4,15h57,8.0
1735,Eloah Aparecida,RH,,8.4,2,14:56,5.0
1930,Yasmin das Neves,Tecnologia da Informação,16.0,9.1,3,06h17,1.0
